F32H2.5	FasN-1	K00665
K01G5.7	Tbb-1	K07375
T04H1.9	Tbb-6	K07375
ZK154.3	Mec-7	K07375
T03E6.7	Cpl-1	K01365
F32D8.6	Emo-1	K07342
Y38A10A.5	Crt-1	K08057
ZK632.6	Cnx-1	K08054
ZK1058.2	Pat-3	K05719
C26H9A.1	Vha-7	K02154
F35H10.4	Vha-5	K02154
VW02B12L.1	Vha-6	K02154
ZK637.8	Unc-32	K02154
C30F8.2	Vha-16	K02146
F52E1.10	Vha-18	K02144
T14F9.1	Vha-15	K02144
Y55H10A.1	Vha-19	K03662
R10E11.2	Vha-2	K02155
R10E11.8	Vha-1	K02155
Y38F2AL.4	Vha-3	K02155
T01H3.1	Vha-4	K03661
C52E4.1	Cpr-1	K01363
F36D3.9	Cpr-2	K01363
F44C4.3	Cpr-4	K01363
T10H4.12	Cpr-3	K01363
W07B8.5	Cpr-5	K01363
R12H7.2	Asp-4	K01379
F41E6.6	Tag-196	K01373
T03E6.7	Cpl-1	K01365
F32B5.8	Cpz-1	K08568
M04G12.2	Cpz-2	K08568
T14F9.3	Hex-1	K12373
F55D10.1	AmaN-1	K12311
C07B5.5	Nuc-1	K01158
F09G8.2	Tag-198	K01158
K04H4.6	Crn-6	K01158
B0252.2	Asm-1	K12350
W03G1.7	Asm-3	K12350
ZK455.4	Asm-2	K12350
K11D2.2	AsaH-1	K12348
C28C12.7	Spp-10	K12382
F44C4.5	Ppt-1	K01074
T23D8.2	Tsp-7	K06497
F02E8.6	Ncr-1	K12385
R148.6	Heh-1	K13443
C41C4.7	CtnS-1	K12386
K11G12.3	Smf-2	K12347
K11G12.4	Smf-1	K12347
Y69A2AR.4	Smf-3	K12347
ZK484.2	Haf-9	K05656
R07E4.4	Mig-23	K12305
F07B10.1	Cln-3.1	K12389
T20G5.1	Chc-1	K04646
Y105E8A.9	Apg-1	K12391
F55A12.7	Apm-1	K12393
K11D2.3	Unc-101	K12393
F29G9.3	Aps-1	K12394
W09G10.4	Apd-3	K12396
R11A5.1	Apb-3	K12397
F53H8.1	Apm-3	K12398
Y48G8AL.14	Aps-3	K12399
W04G3.4	Apt-9	K12404
C15H9.8	Prx-3	K13336
F54F2.8	Prx-19	K13337
C34C6.6	Prx-5	K13342
R07H5.1	Prx-14	K13343
F32A5.6	Prx-13	K13344
F08B12.2	Prx-12	K13345
C34E10.4	Wrs-2	K13346
ZK809.7	Prx-2	K06664
C47B2.8	Prx-11	K13353
T02D1.5	Pmp-4	K05676
C54G10.3	Pmp-3	K05678
C46F4.2	Acs-17	K01897
F28F8.2	Acs-2	K01897
F37C12.7	Acs-16	K01897
Y65B4BL.5	Acs-13	K01897
Y76A2B.3	Acs-14	K01897
R06F6.9	Ech-4	K13239
Y46G5A.21	Acl-7	K00649
Y50D7A.7	Ads-1	K00803
Y54G11A.13	Ctl-3	K03781
Y54G11A.5	Ctl-2	K03781
Y54G11A.6	Ctl-1	K03781
C15F1.7	Sod-1	K04565
F55H2.1	Sod-4	K04565
C08A9.1	Sod-3	K04564
F10D11.1	Sod-2	K04564
ZK1320.1	GstK-1	K13299
F36H9.3	Dhs-13	K11147
T01C8.1	Aak-2	K07198
Y60A3A.1	Unc-51	K08269
T19E7.3	Bec-1	K08334
B0025.1	Vps-34	K00914
B0336.8	Lgg-3	K08336
M7.5	Atg-7	K08337
Y71G12B.12	Atg-5	K08339
C32D5.9	Lgg-1	K08341
Y87G2A.3	Atg-4.1	K08342
Y55F3AM.4	Atg-3	K08343
Y110A7A.10	Aap-1	K02649
B0334.8	Age-1	K00922
B0478.1	Jnk-1	K04440
B0218.3	Pmk-1	K04441
F42G8.3	Pmk-2	K04441
Y95B8A.5	Gpa-16	K04630
F17C8.1	Acy-1	K08049
ZK909.2	Kin-1	K04345
B0414.5	Cpb-3	K02602
T05G5.3	Cdk-1	K02087
C47E8.5	Daf-21	K04079
Y54E10BL.6	Mek-2	K04368
F43C1.2	Mpk-1	K04371
T01H8.1	RskN-1	K04373
T06E6.2	Cyb-3	K05868
Y43E12A.1	Cyb-2.1	K05868
ZC168.4	Cyb-1	K05868
C14B9.4	Plk-1	K06631
F55G1.8	Plk-3	K06631
Y71F9B.7	Plk-2	K06631
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
E01F3.1	Pde-3	K13296
ZK792.6	Let-60	K07827
Y73B6A.5	Lin-45	K04365
R06C7.8	Bub-1	K02178
Y69A2AR.30	Mdf-2	K02537
ZK1307.6	Fzr-1	K03364
W10C6.1	Mat-2	K03348
K06H7.6	Apc-2	K03349
Y110A7A.17	Mat-1	K03350
Y66D12A.17	SucH-1	K03352
F10B5.6	Emb-27	K03353
F10C5.1	Mat-3	K03355
F15H10.3	Apc-10	K03357
F35G12.9	Apc-11	K03358
ZK1067.1	Let-23	K04361
C14F5.5	Sem-5	K04364
T28F12.3	Sos-1	K03099
ZK792.6	Let-60	K07827
Y54E10BL.6	Mek-2	K04368
F43C1.2	Mpk-1	K04371
B0464.4	Bre-3	K02359
B0414.5	Cpb-3	K02602
C01G5.2	Prg-2	K02156
D2030.6	Prg-1	K02156
Y73B6BL.6	Sqd-1	K03102
Y95B8A.5	Gpa-16	K04630
C26C6.2	Goa-1	K04534
R06A10.2	Gsa-1	K04632
M01D7.7	Egl-30	K04634
F18G5.3	Gpa-12	K04346
B0207.3	Gpa-14	K04640
C16A11.1	Gpa-11	K04640
C34D1.3	Odr-3	K04640
C55H1.2	Gpa-10	K04640
E02C12.5	Gpa-3	K04640
F38E1.5	Gpa-2	K04640
F48C11.1	Gpa-6	K04640
F56H9.3	Gpa-8	K04640
M04C7.1	Gpa-15	K04640
R10H10.5	Gpa-7	K04640
T07A9.7	Gpa-4	K04640
T19C4.6	Gpa-1	K04640
F52A8.2	Gpb-2	K04539
F13D12.7	Gpb-1	K07972
F08B6.2	Gpc-2	K04547
K02A4.2	Gpc-1	K07973
ZK792.6	Let-60	K07827
F17C8.4	Ras-2	K07831
Y53G8AR.3	Ral-1	K07834
F54C8.5	RheB-1	K07208
C08F8.7	Rap-3	K07974
C25D7.7	Rap-2	K07974
C27B7.8	Rap-1	K07974
C54A12.4	Drn-1	K07974
Y51H4A.3	Rho-1	K04513
R07G3.1	Cdc-42	K04393
Y32F6B.3	Crp-1	K04393
C09G12.8	Ced-10	K07975
C35C5.4	Mig-2	K07975
F22E12.2	Chw-1	K07975
K03D3.10	Rac-2	K07975
C39F7.4	Rab-1	K07874
F53F10.4	Unc-108	K07878
K09A9.2	Rab-14	K07881
T01B7.3	Rab-21	K07890
W03C9.3	Rab-7	K07897
D1037.4	Rab-8	K07901
F53G12.1	Rab-11.1	K07904
W04G5.2	Rab-11.2	K07904
Y92C3B.3	Rab-18	K07910
Y11D7A.4	Rab-28	K07915
Y45F3A.2	Rab-30	K07917
C18A3.6	Rab-3	K07976
D2013.1	Rab-39	K07976
F26H9.6	Rab-5	K07976
F43D9.2	Rab-33	K07976
F59B2.7	Rab-6.1	K07976
R07B1.12	Glo-1	K07976
T23H2.5	Rab-10	K07976
T25G12.4	Rab-6.2	K07976
T28F3.6	IftA-2	K07976
W01H2.3	Rab-37	K07976
Y47D3A.25	Rab-35	K07976
Y62E10A.9	Rab-19	K07976
Y87G2A.4	Aex-6	K07976
K01G5.4	Ran-1	K07936
Y116A8C.12	Arf-6	K07941
F54C9.10	Arl-1	K07942
F22B5.1	Evl-20	K07943
F19H8.3	Arl-3	K07944
ZK180.4	Sar-1	K07953
ZK1320.6	Arc-1	K07963
B0336.2	Arf-1.2	K07977
C38D4.8	Arl-6	K07977
F45E4.1	Arf-1.1	K07977
F57H12.1	Arf-3	K07977
Y57G11C.13	Arl-8	K07977
ZK632.8	Arl-5	K07977
Y40H4A.1	Gar-3	K04131
C15B12.5	Gar-1	K04134
F47D12.1	Gar-2	K04134
F15A8.5	Dop-1	K04148
K09G1.4	Dop-2	K14049
Y22D7AR.13	Ser-4	K04153
F59C12.2	Ser-1	K04157
C09B7.1	Ser-7	K04163
K02F2.6	Ser-3	K04165
C38C10.1	Tkr-1	K04225
ZK455.3	Npr-9	K04233
F54D7.3	GnrR-1	K04280
T23B3.4	Ckr-1	K04196
Y39A3B.5	Ckr-2	K04196
F54E7.3	Par-3	K04237
C51E3.1	SrsX-26	K04257
C51E3.5	SrsX-30	K04257
B0286.2	Lat-2	K04593
Y58A7A.6	Glb-32	K08448
F45H11.4	Mgl-2	K04604
ZC506.4	Mgl-1	K04605
Y4C6A.2	Mgl-3	K04608
Y41G9A.4	Gbb-1	K04615
B0213.7	Str-83	K08473
B0213.9	Str-247	K08473
B0334.7	Srh-44	K08473
B0391.12	Str-263	K08473
B0391.4	Str-12	K08473
B0547.4	Srd-8	K08473
C01B4.1	Str-257	K08473
C01B4.10	Str-76	K08473
C01B4.3	Str-258	K08473
C01B4.5	Srd-61	K08473
C02E7.13	Str-211	K08473
C02E7.2	Srh-21	K08473
C02E7.3	Srh-20	K08473
C02E7.4	Srh-22	K08473
C02E7.5	Srh-23	K08473
C02E7.9	Str-205	K08473
C03G6.11	Srh-231	K08473
C03G6.3	Srj-14	K08473
C03G6.7	Srh-275	K08473
C03G6.9	Srh-244	K08473
C04E6.10	Srd-15	K08473
C04E6.9	Srd-16	K08473
C04F2.1	Srh-79	K08473
C04F2.4	Srh-229	K08473
C05E4.10	Srj-25	K08473
C05E4.11	Srj-24	K08473
C05E4.13	Str-262	K08473
C05E4.2	Str-20	K08473
C05E4.6	Str-134	K08473
C06A8.7	Srh-39	K08473
C06B3.10	Str-250	K08473
C06B3.9	Str-252	K08473
C06B8.6	Srh-219	K08473
C06C6.2	Str-233	K08473
C06C6.3	Str-231	K08473
C06G8.4	Srd-7	K08473
C07G3.3	Str-227	K08473
C07G3.4	Str-226	K08473
C07G3.5	Str-228	K08473
C07G3.6	Str-225	K08473
C09H5.3	Str-140	K08473
C09H5.4	Str-143	K08473
C09H5.5	Str-144	K08473
C09H5.6	Str-131	K08473
C09H5.9	Str-130	K08473
C10G11.2	Srh-50	K08473
C12D8.12	Str-182	K08473
C13B7.2	Str-120	K08473
C13B7.3	Srd-60	K08473
C13B7.4	Srd-71	K08473
C13B7.5	Str-119	K08473
C14H10.4	Str-74	K08473
C17B7.1	Str-63	K08473
C17E7.11	Str-229	K08473
C17E7.2	Srh-190	K08473
C18B10.7	Str-190	K08473
C18B10.8	Srh-125	K08473
C24B9.1	Str-33	K08473
C24B9.8	Str-13	K08473
C24H11.4	Srd-74	K08473
C27A7.7	Srj-4	K08473
C31A11.9	Str-214	K08473
C31B8.13	Srh-247	K08473
C31B8.6	Str-46	K08473
C32B5.2	Srh-274	K08473
C34D4.8	Str-48	K08473
C39B5.11	Srd-67	K08473
C39B5.12	Srd-65	K08473
C39H7.6	Srd-12	K08473
C39H7.7	Srd-13	K08473
C42D4.4	Str-44	K08473
C42D4.5	Str-1	K08473
C42D4.9	Str-220	K08473
C43D7.6	Srh-208	K08473
C44C3.9	Srh-88	K08473
C45B11.4	Srh-74	K08473
C45H4.12	Str-52	K08473
C45H4.15	Str-255	K08473
C46E10.10	Srh-100	K08473
C46E10.7	Srh-99	K08473
C47A10.10	Srh-289	K08473
C47A10.2	Srh-283	K08473
C47A10.3	Srh-284	K08473
C47A10.9	Srh-287	K08473
C47E8.2	Srh-17	K08473
C49D10.3	Srh-250	K08473
C50B6.10	Str-4	K08473
C50B6.12	Str-37	K08473
C50B6.5	Srh-18	K08473
C50B6.6	Srh-15	K08473
C50C10.6	Str-193	K08473
C50C10.7	Str-2	K08473
C50H11.12	Str-40	K08473
C50H11.7	Srh-185	K08473
C50H11.9	Str-244	K08473
C53B7.5	Odr-10	K08473
C54D10.6	Srh-25	K08473
C54F6.1	Srh-268	K08473
C54F6.10	Str-31	K08473
C55A1.3	Str-248	K08473
C55A1.5	Str-23	K08473
D1054.12	Srh-184	K08473
D1065.5	Srh-211	K08473
D2062.8	Sri-38	K08473
DC2.1	Srh-80	K08473
DC2.2	Srh-78	K08473
E03D2.3	Srh-204	K08473
E03H12.1	Str-162	K08473
E04F6.1	Srd-59	K08473
E04F6.13	Srd-58	K08473
E04F6.14	Srd-56	K08473
F07B10.2	Str-116	K08473
F07B10.3	Str-115	K08473
F07C4.1	Str-47	K08473
F07C4.13	Srh-200	K08473
F07C4.14	Srh-234	K08473
F07C4.3	Srd-29	K08473
F07C4.4	Srd-25	K08473
F07C4.5	Srd-30	K08473
F07C4.8	Srd-31	K08473
F07G11.5	Srj-32	K08473
F08E10.1	Srh-235	K08473
F08E10.3	Srh-123	K08473
F09C6.7	Srd-68	K08473
F09G2.7	Srh-83	K08473
F10A3.13	Str-108	K08473
F10A3.15	Str-111	K08473
F10A3.5	Str-109	K08473
F10A3.6	Str-99	K08473
F10A3.8	Str-97	K08473
F10A3.9	Str-254	K08473
F10D2.1	Str-204	K08473
F10D2.4	Str-112	K08473
F10G2.8	Srh-187	K08473
F11A5.2	Srh-279	K08473
F13A7.2	Srd-63	K08473
F13G3.2	Srd-53	K08473
F14F8.1	Str-61	K08473
F14F9.7	Srh-129	K08473
F14H3.1	Srj-10	K08473
F15A2.3	Srd-51	K08473
F15A2.4	Srd-50	K08473
F15H9.3	Sri-17	K08473
F15H9.4	Sri-16	K08473
F17A2.10	Srd-46	K08473
F17A2.11	Srd-47	K08473
F17A2.12	Srd-40	K08473
F17A2.6	Srd-41	K08473
F17A2.7	Srd-45	K08473
F17A2.8	Srd-44	K08473
F17A2.9	Srd-48	K08473
F19G12.5	Srh-19	K08473
F20E11.10	Srh-203	K08473
F20E11.12	Srh-154	K08473
F20E11.4	Str-200	K08473
F21A3.1	Srh-276	K08473
F21F8.10	Str-135	K08473
F21F8.9	Str-136	K08473
F21H7.11	Srh-95	K08473
F22B8.1	Srj-29	K08473
F22B8.5	Str-7	K08473
F22E5.4	Sri-47	K08473
F25E5.12	Str-28	K08473
F25E5.14	Srh-89	K08473
F26D10.8	Str-187	K08473
F26D2.1	Str-73	K08473
F26D2.4	Srh-145	K08473
F26D2.7	Str-55	K08473
F26G5.2	Str-208	K08473
F26G5.4	Str-207	K08473
F26G5.5	Str-209	K08473
F28H7.1	Srj-22	K08473
F28H7.11	Srj-21	K08473
F31F4.16	Srj-5	K08473
F31F4.18	Srh-246	K08473
F31F4.6	Srh-266	K08473
F31F4.8	Srj-6	K08473
F31F4.9	Srh-245	K08473
F32A7.7	Str-245	K08473
F32G8.1	Srd-34	K08473
F33H1.5	Srd-1	K08473
F33H12.2	Sri-39	K08473
F36G9.2	Srh-186	K08473
F36G9.8	Sri-1	K08473
F36G9.9	Sri-2	K08473
F37B4.1	Srh-127	K08473
F37B4.11	Srj-54	K08473
F37B4.12	Str-39	K08473
F37B4.13	Srh-240	K08473
F37B4.3	Srh-243	K08473
F37B4.4	Srh-272	K08473
F37B4.5	Srh-270	K08473
F37B4.6	Srh-241	K08473
F38H12.1	Srj-39	K08473
F38H12.2	Srj-40	K08473
F40D4.1	Srh-174	K08473
F40D4.2	Srh-155	K08473
F40D4.3	Srh-159	K08473
F40F9.4	Str-188	K08473
F41B5.8	Str-253	K08473
F44G3.1	Str-103	K08473
F44G3.11	Str-25	K08473
F47B8.12	Srm-5	K08473
F47B8.7	Srm-4	K08473
F47C12.10	Srh-222	K08473
F47C12.3	Srh-223	K08473
F47C12.5	Srh-220	K08473
F47D2.9	Srh-193	K08473
F47G9.2	Str-141	K08473
F48F5.4	Srd-70	K08473
F48G7.1	Srj-37	K08473
F49C5.6	Str-223	K08473
F53F1.10	Srd-18	K08473
F53F1.11	Srd-19	K08473
F53F4.9	Srd-11	K08473
F55B12.6	Str-165	K08473
F55C5.9	Srh-16	K08473
F57A10.1	Str-9	K08473
F57A8.3	Str-118	K08473
F57G8.1	Srh-180	K08473
F58G4.2	Str-90	K08473
F58G4.5	Str-129	K08473
F58G4.6	Str-146	K08473
F58G4.7	Str-145	K08473
F58G6.2	Srm-3	K08473
F59A1.14	Str-93	K08473
F59A1.3	Str-92	K08473
F59A1.4	Str-89	K08473
F59B1.1	Str-114	K08473
F59E11.13	Str-84	K08473
F59E11.14	Str-86	K08473
F59E11.15	Str-85	K08473
F59E11.16	Str-87	K08473
H04J21.2	Srd-69	K08473
H05B21.2	Srh-248	K08473
H27D07.6	Srh-87	K08473
K02A2.2	Srd-55	K08473
K02E2.3	Srh-177	K08473
K02H11.2	Str-240	K08473
K02H11.3	Str-236	K08473
K02H11.7	Str-243	K08473
K04F1.16	Srh-5	K08473
K04F1.5	Srh-3	K08473
K05D4.2	Str-106	K08473
K05D4.6	Srh-277	K08473
K08G2.12	Srh-147	K08473
K08G2.13	Srh-149	K08473
K08G2.5	Srh-148	K08473
K09D9.6	Srh-4	K08473
K09D9.7	Srh-7	K08473
K09D9.8	Srh-8	K08473
K10B4.5	Srd-3	K08473
K10C9.6	Str-67	K08473
K10C9.8	Str-224	K08473
K12B6.5	Srn-1	K08473
M01B2.2	Srd-28	K08473
M01D1.1	Str-148	K08473
M01G12.1	Sri-14	K08473
M01G12.13	Sri-13	K08473
M7.13	Str-3	K08473
R03G8.5	Str-10	K08473
R03H4.9	Srh-201	K08473
R04B5.8	Srd-49	K08473
R04D3.12	Srd-38	K08473
R04D3.6	Srd-36	K08473
R04D3.7	Srd-42	K08473
R04D3.8	Srd-39	K08473
R04D3.9	Srd-43	K08473
R05D8.2	Srj-18	K08473
R05H5.1	Srd-2	K08473
R08C7.7	Str-185	K08473
R08H2.13	Str-102	K08473
R08H2.2	Str-88	K08473
R08H2.3	Srh-170	K08473
R08H2.4	Srh-251	K08473
R09E12.4	Str-238	K08473
R09F10.6	Srh-11	K08473
R10D12.11	Srh-24	K08473
R11D1.5	Str-178	K08473
R11D1.6	Str-181	K08473
R13D7.1	Str-41	K08473
R13D7.3	Srj-13	K08473
R186.2	Srd-35	K08473
R52.7	Srh-195	K08473
T01E8.7	Srh-135	K08473
T01G5.3	Srj-27	K08473
T01G5.5	Str-171	K08473
T01G6.3	Str-196	K08473
T01G6.9	Str-256	K08473
T02B11.5	Srj-38	K08473
T02B5.4	Srd-26	K08473
T03D3.11	Srj-44	K08473
T03D3.12	Srj-49	K08473
T03D3.14	Srj-57	K08473
T03D3.2	Srj-50	K08473
T03D3.6	Srj-45	K08473
T03E6.1	Str-151	K08473
T03E6.4	Str-150	K08473
T03E6.5	Srh-269	K08473
T03F7.2	Srh-45	K08473
T03F7.3	Srh-46	K08473
T03F7.4	Srh-47	K08473
T05E12.1	Str-125	K08473
T06A1.2	Srj-16	K08473
T06C12.1	Str-60	K08473
T06C12.2	Str-57	K08473
T06C12.3	Str-56	K08473
T06E6.7	Srh-258	K08473
T06E6.8	Srh-264	K08473
T07C12.1	Srj-33	K08473
T08B6.3	Str-161	K08473
T08B6.6	Str-166	K08473
T08B6.7	Str-170	K08473
T08G3.1	Str-15	K08473
T08G3.2	Str-14	K08473
T09D3.1	Srd-9	K08473
T09F5.3	Str-45	K08473
T09F5.8	Srh-278	K08473
T10C6.1	Str-232	K08473
T10D4.8	Sri-54	K08473
T10H4.2	Str-96	K08473
T11F9.18	Srh-1	K08473
T13F3.1	Str-183	K08473
T16A9.2	Str-230	K08473
T18H9.4	Str-177	K08473
T19C9.3	Srh-252	K08473
T19E7.5	Srd-5	K08473
T19H12.4	Srd-33	K08473
T19H12.5	Srd-32	K08473
T19H12.7	Str-32	K08473
T20B3.3	Srh-215	K08473
T20C4.1	Srj-9	K08473
T21B4.14	Srh-73	K08473
T21B4.5	Srh-68	K08473
T21B4.6	Srh-67	K08473
T21B4.7	Srh-69	K08473
T22F3.5	Srh-213	K08473
T22F3.6	Srh-212	K08473
T22H2.1	Sri-12	K08473
T22H6.3	Str-124	K08473
T22H6.4	Str-123	K08473
T23D5.1	Str-27	K08473
T23D5.10	Str-6	K08473
T23D5.11	Str-8	K08473
T23D5.12	Str-5	K08473
T23D5.2	Str-38	K08473
T23D5.6	Str-18	K08473
T23D5.7	Str-19	K08473
T23D5.9	Str-43	K08473
T23F1.4	Str-71	K08473
T24A6.6	Str-260	K08473
T26E4.12	Srd-27	K08473
T26H2.6	Str-81	K08473
T26H5.3	Srh-239	K08473
T27C4.3	Str-30	K08473
T27C5.1	Srh-120	K08473
T27E7.8	Srh-63	K08473
T28A11.1	Str-64	K08473
T28A11.10	Srj-7	K08473
T28A11.12	Srj-11	K08473
T28A11.9	Srj-8	K08473
T28H11.2	Srm-1	K08473
T28H11.3	Srm-2	K08473
W02H5.6	Srh-271	K08473
W03D2.10	Str-122	K08473
W03F9.6	Srh-82	K08473
W05H5.4	Srh-27	K08473
W06D12.4	Str-77	K08473
W06D12.7	Srh-31	K08473
W06G6.3	Srd-21	K08473
W06H8.7	Str-206	K08473
W09D6.2	Str-261	K08473
W09D6.3	Str-246	K08473
Y102A5C.15	Srh-206	K08473
Y102A5C.28	Str-217	K08473
Y113G7A.1	Srh-233	K08473
Y113G7B.2	Srh-217	K08473
Y17G9A.1	Str-173	K08473
Y17G9A.5	Str-172	K08473
Y17G9A.6	Str-175	K08473
Y17G9A.7	Str-174	K08473
Y19D10A.13	Str-265	K08473
Y19D10A.15	Srd-75	K08473
Y22D7AR.8	Srd-64	K08473
Y22F5A.2	Sri-18	K08473
Y2H9A.2	Srd-17	K08473
Y32B12B.5	Str-149	K08473
Y38A10A.1	Srd-20	K08473
Y38A10A.3	Srh-10	K08473
Y39A3B.4	Srd-66	K08473
Y39H10B.1	Str-113	K08473
Y40B10B.2	Srj-15	K08473
Y40H7A.1	Str-78	K08473
Y40H7A.5	Srd-23	K08473
Y45F10B.14	Srd-10	K08473
Y45G12A.1	Srj-55	K08473
Y45G12C.12	Str-154	K08473
Y45G12C.14	Srj-19	K08473
Y45G12C.15	Srj-20	K08473
Y45G12C.7	Srd-73	K08473
Y45G12C.9	Srd-72	K08473
Y46H3D.2	Str-221	K08473
Y46H3D.3	Str-222	K08473
Y47G7B.1	Srh-128	K08473
Y49C4A.6	Srj-53	K08473
Y54G11A.12	Srh-41	K08473
Y54G11A.15	Srh-42	K08473
Y59A8A.4	Srh-286	K08473
Y59A8B.4	Srh-134	K08473
Y60A3A.3	Srh-183	K08473
Y68A4A.3	Str-199	K08473
Y68A4A.9	Srh-236	K08473
Y69E1A.6	Sri-19	K08473
Y6E2A.2	Str-101	K08473
Y6E2A.6	Srh-140	K08473
Y70C5C.4	Srh-137	K08473
Y73C8A.1	Str-16	K08473
Y73C8C.11	Str-69	K08473
Y73C8C.5	Str-66	K08473
Y73C8C.6	Str-68	K08473
Y73F8A.3	Srj-42	K08473
Y94A7B.1	Srh-292	K08473
Y94A7B.3	Srh-291	K08473
Y9C9A.10	Str-155	K08473
Y9C9A.11	Str-156	K08473
Y9C9A.2	Str-164	K08473
Y9C9A.3	Str-163	K08473
Y9C9A.4	Str-169	K08473
Y9C9A.6	Str-168	K08473
Y9C9A.7	Str-153	K08473
Y9C9A.9	Str-158	K08473
ZC132.7	Srh-192	K08473
ZC404.12	Srh-30	K08473
ZC404.5	Srh-28	K08473
ZC513.11	Str-138	K08473
ZC513.9	Str-139	K08473
ZK1037.8	Srh-295	K08473
ZK228.8	Srh-178	K08473
ZK262.10	Srj-26	K08473
ZK262.11	Srh-209	K08473
ZK285.1	Str-198	K08473
ZK697.10	Str-160	K08473
ZK697.11	Srh-199	K08473
ZK829.8	Srj-1	K08473
ZK863.5	Srd-4	K08473
T23D8.1	Mom-5	K02432
Y34D9B.1	Mig-1	K02354
F27E11.3	Cfz-2	K02375
Y71F9B.5	Lin-17	K02842
F25B5.4	Ubq-1	K08770
F45H11.2	Ned-8	K12158
C26F1.4	Rps-30	K02983
K12C11.2	Smo-1	K12160
C32D5.9	Lgg-1	K08341
B0336.8	Lgg-3	K08336
ZK652.3	Tag-277	K12162
C47E12.5	Uba-1	K03178
C08B6.9	Aos-1	K10684
W02A11.4	Uba-2	K10685
F11H8.1	Rfl-1	K10686
C26E6.8	Ula-1	K04532
M7.5	Atg-7	K08337
C35B1.1	Ubc-1	K10573
M7.1	Let-70	K06689
R09B3.4	Ubc-12	K10687
F58A4.10	Ubc-7	K10575
Y87G2A.9	Ubc-14	K04555
Y94H6A.6	Ubc-8	K10576
D1022.1	Ubc-6	K10578
Y110A2AM.3	Ubc-26	K04554
Y110A2AR.2	Ubc-15	K04554
F49E12.4	Ubc-24	K04552
R01H2.6	Ubc-18	K04552
Y54G2A.31	Ubc-13	K10580
F25H2.8	Ubc-25	K10582
Y71G12B.15	Ubc-3	K02207
Y54E5B.4	Ubc-16	K10688
C06E2.3	Ubc-21	K04649
C06E2.7	Ubc-22	K04649
C28G1.1	Ubc-23	K04649
F40G9.3	Ubc-20	K04649
F26H9.7	Uev-3	K10690
F29B9.6	Ubc-9	K10577
F56D2.4	Uev-2	K10577
Y55F3AM.4	Atg-3	K08343
Y39A1C.2	Oxi-1	K10588
Y65B4BR.4	Wwp-1	K05633
Y67D8C.5	Eel-1	K10592
T05H10.5	Ufd-2	K10597
T09B4.10	Chn-1	K09561
F59E10.2	Cyn-4	K10598
R05D3.4	Rfp-1	K10696
M02A10.3	Sli-1	K04707
Y37E11AR.2	SiaH-1	K04506
F55A3.1	MarC-6	K10661
K08E3.7	Pdr-1	K04556
C27A12.8	Ari-1	K11968
C17H11.6	Sr-Famc	K11972
F54G8.4	Nhl-1	K11997
ZK112.2	Ncl-1	K11997
ZK1320.6	Arc-1	K07963
C12C8.3	Lin-41	K12035
F26E4.11	HrdL-1	K10636
C49H3.5	Ntl-4	K10643
C01B7.6	Rpm-1	K10693
T13H2.5	SpaT-3	K10695
C16C10.7	Rnf-5	K10666
F55A11.3	Hrd-1	K10601
F59A2.1	Npp-9	K12172
W10D5.3	Gei-17	K04706
ZK287.5	Rbx-1	K03868
ZK287.5	Rbx-1	K03868
D2045.6	Cul-1	K03347
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
K10B2.1	Lin-23	K03362
F55B12.3	Sel-10	K10260
F48E8.7	SkpT-1	K03875
K04A8.6	Dre-1	K10297
F28F5.3	Lim-8	K06084
DY3.6	Mfb-1	K10305
C26E6.5	Fsn-1	K10319
ZK287.5	Rbx-1	K03868
ZK520.4	Cul-2	K03870
Y82E9BR.15	Elc-1	K03872
Y41C4A.10	Elb-1	K03873
F08G12.4	Vhl-1	K03871
C08B11.1	Zyg-11	K10350
T24C4.6	Zer-1	K10350
ZK287.5	Rbx-1	K03868
Y108G3AL.1	Cul-3	K03869
W02G9.2	Kel-8	K10446
T27E9.4	Kel-3	K10455
F38H4.7	Tag-30	K10477
Y62E10A.16	Gcl-1	K10485
ZK858.4	Mel-26	K03876
ZK287.5	Rbx-1	K03868
F45E12.3	Cul-4	K10609
M18.5	Ddb-1	K10610
D2030.9	Wdr-23	K11801
F53C11.7	SwaN-2	K11805
Y73E7A.9	AdpR-1	K11807
R10A10.2	Rbx-2	K10611
ZK856.1	Cul-5	K10612
Y82E9BR.15	Elc-1	K03872
Y41C4A.10	Elb-1	K03873
ZK287.5	Rbx-1	K03868
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
