Dmel_CG17759	GalPha49b	K04634
Dmel_CG14670	Hcs	K01942
Dmel_CG31628	Ade3	K11787
Dmel_CG14670	Hcs	K01942
Dmel_CG9242	Bur	K01951
Dmel_CG9127	Ade2	K01952
Dmel_CG18572	R	K11540
Dmel_CG13927	Gc	K10106
Dmel_CG17227	Lig3	K10776
Dmel_CG12176	Lig4	K10777
Dmel_CG4356	MacR-60c	K04134
Dmel_CG33517	D2r	K04148
Dmel_CG9652	DopR	K04148
Dmel_CG12073	5-hT7	K04164
Dmel_CG15113	5-hT1b	K04164
Dmel_CG16720	5-hT1a	K04164
Dmel_CG3856	OamB	K04165
Dmel_CG2872	AlsTr	K04233
Dmel_CG33344	CcaPr	K08376
Dmel_CG1147	NpfR1	K04209
Dmel_CG7395	NpfR76f	K04209
Dmel_CG10626	Lkr	K04225
Dmel_CG6515	TakR86c	K04225
Dmel_CG7887	TakR99d	K04225
Dmel_CG5055	Baz	K04237
Dmel_CG7665	Fsh	K04248
Dmel_CG4550	NinAe	K13802
Dmel_CG11325	GrhR	K04280
Dmel_CG31096	Lgr3	K04307
Dmel_CG8930	Rk	K08399
Dmel_CG32843	Dh31-r1	K04577
Dmel_CG8422	Dh44-r1	K04578
Dmel_CG17795	MthL2	K04599
Dmel_CG4521	MthL1	K04599
Dmel_CG6530	MthL3	K04599
Dmel_CG6536	MthL4	K04599
Dmel_CG6936	Mth	K04599
Dmel_CG6965	MthL5	K04599
Dmel_CG11895	StaN	K04600
Dmel_CG11144	MglUra	K04611
Dmel_CG30361	Mtt	K04611
Dmel_CG15274	GabA-b-r1	K04615
Dmel_CG6706	GabA-b-r2	K04616
Dmel_CG8285	BosS	K04623
Dmel_CG9739	Fz2	K04690
Dmel_CG11561	Smo	K06226
Dmel_CG10609	Or83b	K08471
Dmel_CG10612	Or83a	K08471
Dmel_CG10759	Or7A	K08471
Dmel_CG11735	Or85b	K08471
Dmel_CG11742	Or85d	K08471
Dmel_CG11767	Or24a	K08471
Dmel_CG12193	Or22a	K08471
Dmel_CG12501	Or56a	K08471
Dmel_CG12526	Or67a	K08471
Dmel_CG12697	Or13a	K08471
Dmel_CG12754	Or42b	K08471
Dmel_CG12906	Gr47a	K08471
Dmel_CG12931	Or45b	K08471
Dmel_CG13106	Or30a	K08471
Dmel_CG13158	Or49a	K08471
Dmel_CG13206	Or47b	K08471
Dmel_CG13225	Or47a	K08471
Dmel_CG13417	Gr93a	K08471
Dmel_CG13441	Gr57a	K08471
Dmel_CG13491	Gr58c	K08471
Dmel_CG13495	Gr58b	K08471
Dmel_CG13726	Or74a	K08471
Dmel_CG13787	Gr28a	K08471
Dmel_CG13788	Gr28b	K08471
Dmel_CG13888	Gr61a	K08471
Dmel_CG13976	Gr98a	K08471
Dmel_CG14156	Or67c	K08471
Dmel_CG14176	Or67b	K08471
Dmel_CG14360	Or88a	K08471
Dmel_CG14901	Gr89a	K08471
Dmel_CG14916	Gr32a	K08471
Dmel_CG14979	Gr63a	K08471
Dmel_CG14987	Gr64d	K08471
Dmel_CG15302	Or9A	K08471
Dmel_CG15371	Gr8A	K08471
Dmel_CG15377	Or22c	K08471
Dmel_CG15396	Gr23a	K08471
Dmel_CG15779	Tre	K08471
Dmel_CG16755	Or85f	K08471
Dmel_CG16960	Or33a	K08471
Dmel_CG16961	Or33b	K08471
Dmel_CG1712	Gr43a	K08471
Dmel_CG17213	Gr33a	K08471
Dmel_CG17226	Or59c	K08471
Dmel_CG17241	Or94a	K08471
Dmel_CG17250	Or42a	K08471
Dmel_CG17584	Or49b	K08471
Dmel_CG17853	Or43b	K08471
Dmel_CG17867	Or10a	K08471
Dmel_CG17868	Or35a	K08471
Dmel_CG17871	Or71a	K08471
Dmel_CG17885	Or1A	K08471
Dmel_CG17911	Or85c	K08471
Dmel_CG17916	Or92a	K08471
Dmel_CG18531	Gr2A	K08471
Dmel_CG1854	Or43a	K08471
Dmel_CG1867	Or98b	K08471
Dmel_CG18859	Or19a	K08471
Dmel_CG1978	Or45a	K08471
Dmel_CG30030	Gr47b	K08471
Dmel_CG30186	Gr59c	K08471
Dmel_CG30189	Gr59a	K08471
Dmel_CG30191	Gr59b	K08471
Dmel_CG30396	Gr58a	K08471
Dmel_CG31059	Gr98b	K08471
Dmel_CG31060	Gr98c	K08471
Dmel_CG31061	Gr98d	K08471
Dmel_CG31173	Gr93c	K08471
Dmel_CG31208	Gr92a	K08471
Dmel_CG31335	Gr93d	K08471
Dmel_CG31336	Gr93b	K08471
Dmel_CG31405	Gr85a	K08471
Dmel_CG31519	Or82a	K08471
Dmel_CG31620	Gr39b	K08471
Dmel_CG31662	Gr22a	K08471
Dmel_CG31744	Gr36b	K08471
Dmel_CG31929	Gr22c	K08471
Dmel_CG31931	Gr22b	K08471
Dmel_CG31932	Gr22f	K08471
Dmel_CG31936	Gr22e	K08471
Dmel_CG3206	Or2A	K08471
Dmel_CG32255	Gr64f	K08471
Dmel_CG32256	Gr64c	K08471
Dmel_CG32257	Gr64b	K08471
Dmel_CG32258	Gr64e	K08471
Dmel_CG32261	Gr64a	K08471
Dmel_CG32433	Gr77a	K08471
Dmel_CG32664	Gr10a	K08471
Dmel_CG32693	Gr9A	K08471
Dmel_CG32825	Or19b	K08471
Dmel_CG33151	Gr59e	K08471
Dmel_CG33264	Or69a	K08471
Dmel_CG33478	Or46a	K08471
Dmel_CG3569	Or59b	K08471
Dmel_CG4231	Or22b	K08471
Dmel_CG5006	Or33c	K08471
Dmel_CG5540	Or98a	K08471
Dmel_CG6679	Or94b	K08471
Dmel_CG7189	Gr66a	K08471
Dmel_CG7303	Gr68a	K08471
Dmel_CG7454	Or85a	K08471
Dmel_CG9820	Or59a	K08471
Dmel_CG9880	Or23a	K08471
Dmel_CG9969	Or63a	K08471
Dmel_CG10079	EgfR	K04361
Dmel_CG18085	Sev	K05088
Dmel_CG32134	Btl	K05093
Dmel_CG7223	Htl	K05094
Dmel_CG8222	Pvr	K05096
Dmel_CG1511	Eph	K05110
Dmel_CG8250	Alk	K05119
Dmel_CG4926	Ror	K05122
Dmel_CG14396	Ret	K05126
Dmel_CG8967	Otk	K05127
Dmel_CG17348	Drl	K05128
Dmel_CG17559	Dnt	K05128
Dmel_CG4007	Nrk	K05129
Dmel_CG14026	Tkv	K13579
Dmel_CG1891	Sax	K13595
Dmel_CG8224	BabO	K13569
Dmel_CG7904	Put	K13597
Dmel_CG11783	Hr96	K08701
Dmel_CG1765	Ecr	K08701
Dmel_CG18023	Eip78c	K08701
Dmel_CG33183	Hr46	K08701
Dmel_CG8127	Eip75b	K08701
Dmel_CG11502	Svp	K07295
Dmel_CG1378	Tll	K07295
Dmel_CG16801	Hr51	K07295
Dmel_CG4380	Usp	K07295
Dmel_CG7199	Hr78	K07295
Dmel_CG9019	Dsf	K07295
Dmel_CG9310	Hnf4	K07295
Dmel_CG7404	Err	K08703
Dmel_CG1864	Hr38	K08704
Dmel_CG4059	Ftz-f1	K08705
Dmel_CG8676	Hr39	K08705
Dmel_CG4717	Kni	K08706
Dmel_CG4761	KnrL	K08706
Dmel_CG7383	Eg	K08706
Dmel_CG10296	Hr83	K08709
Dmel_CG16902	Hr4	K08709
Dmel_CG17336	LccH3	K05270
Dmel_CG15627	Ir25a	K05313
Dmel_CG18039	KaiRia	K05313
Dmel_CG31201	GluRiie	K05313
Dmel_CG32704	Ir8A	K05313
Dmel_CG4226	GluRiic	K05313
Dmel_CG4481	Glu-rib	K05313
Dmel_CG6992	GluRiia	K05313
Dmel_CG8442	Glu-ri	K05313
Dmel_CG2902	NmdAr1	K05208
Dmel_CG33513	NmdAr2	K05314
Dmel_CG9907	ParA	K05388
Dmel_CG12295	Stj	K05316
Dmel_CG42403	Ca-Beta	K05317
Dmel_CG12348	Sh	K05318
Dmel_CG2822	ShaW	K05320
Dmel_CG9262	ShaL	K05321
Dmel_CG10952	Eag	K05322
Dmel_CG3182	Sei	K05322
Dmel_CG9637	TasK6	K05323
Dmel_CG33135	KcnQ	K05324
Dmel_CG10693	Slo	K04936
Dmel_CG7779	Cng	K05326
Dmel_CG1063	Itp-r83a	K02522
Dmel_CG10844	Rya-r44f	K05327
Dmel_CG5996	TrpGamma	K05328
Dmel_CG7875	Trp	K05328
Dmel_CG18345	TrpL	K13803
Dmel_CG5751	TrpA1	K04984
Dmel_CG6504	Pkd2	K04986
Dmel_CG4545	SerT	K05037
Dmel_CG3252	NaaT1	K05336
Dmel_CG8380	Dat	K05336
Dmel_CG12251	Aqp	K09884
Dmel_CG9023	DriP	K09884
Dmel_CG10497	Sdc	K06257
Dmel_CG4974	DalLy	K02306
Dmel_CG9802	Cap	K06669
Dmel_CG10603	MrpL13	K02871
Dmel_CG2168	Rps3a	K02984
Dmel_CG11276	Rps4	K02987
Dmel_CG10944	Rps6	K02991
Dmel_CG7808	Rps8	K02995
Dmel_CG3922	Rps17	K02962
Dmel_CG4464	Rps19a	K02966
Dmel_CG5338	Rps19b	K02966
Dmel_CG3751	Rps24	K02974
Dmel_CG6684	Rps25	K02975
Dmel_CG10305	Rps26	K02976
Dmel_CG10423	Rps27	K02978
Dmel_CG5271	Rps27a	K02977
Dmel_CG15527	Rps28a	K02979
Dmel_CG2998	Rps28b	K02979
Dmel_CG15697	Rps30	K02983
Dmel_CG10603	MrpL13	K02871
Dmel_CG5502	Rpl4	K02930
Dmel_CG3314	Rpl7a	K02936
Dmel_CG17521	Qm	K02866
Dmel_CG4651	Rpl13	K02873
Dmel_CG6253	Rpl14	K02875
Dmel_CG17420	Rpl15	K02877
Dmel_CG8615	Rpl18	K02883
Dmel_CG2746	Rpl19	K02885
Dmel_CG12775	Rpl21	K02889
Dmel_CG9282	Rpl24	K02896
Dmel_CG10652	Rpl30	K02908
Dmel_CG1821	Rpl31	K02910
Dmel_CG7939	Rpl32	K02912
Dmel_CG6090	Rpl34a	K02915
Dmel_CG9354	Rpl34b	K02915
Dmel_CG2099	Rpl35a	K02917
Dmel_CG9091	Rpl37a	K02922
Dmel_CG9873	Rpl37b	K02922
Dmel_CG5827	Rpl37a	K02921
Dmel_CG3997	Rpl39	K02924
Dmel_CG2960	Rpl40	K02927
Dmel_CG30425	Rpl41	K02928
Dmel_CG7424	Rpl36a	K02929
Dmel_CG5920	Sop	K02981
Dmel_CG6779	Rps3	K02985
Dmel_CG2168	Rps3a	K02984
Dmel_CG11276	Rps4	K02987
Dmel_CG8922	Rps5a	K02989
Dmel_CG10944	Rps6	K02991
Dmel_CG1883	Rps7	K02993
Dmel_CG7808	Rps8	K02995
Dmel_CG3395	Rps9	K02997
Dmel_CG12275	Rps10a	K02947
Dmel_CG14206	Rps10b	K02947
Dmel_CG8857	Rps11	K02949
Dmel_CG11271	Rps12	K02951
Dmel_CG13389	Rps13	K02953
Dmel_CG1524	Rps14a	K02955
Dmel_CG1527	Rps14b	K02955
Dmel_CG8332	Rps15	K02958
Dmel_CG12324	Rps15ab	K02957
Dmel_CG2033	Rps15aa	K02957
Dmel_CG4046	Rps16	K02960
Dmel_CG3922	Rps17	K02962
Dmel_CG8900	Rps18	K02964
Dmel_CG4464	Rps19a	K02966
Dmel_CG5338	Rps19b	K02966
Dmel_CG15693	Rps20	K02969
Dmel_CG2986	Oho23b	K02971
Dmel_CG8415	Rps23	K02973
Dmel_CG3751	Rps24	K02974
Dmel_CG6684	Rps25	K02975
Dmel_CG10305	Rps26	K02976
Dmel_CG10423	Rps27	K02978
Dmel_CG5271	Rps27a	K02977
Dmel_CG15527	Rps28a	K02979
Dmel_CG2998	Rps28b	K02979
Dmel_CG8495	Rps29	K02980
Dmel_CG15697	Rps30	K02983
Dmel_CG14792	Sta	K02998
Dmel_CG4863	Rpl3	K02925
Dmel_CG5502	Rpl4	K02930
Dmel_CG17489	Rpl5	K02932
Dmel_CG11522	Rpl6	K02934
Dmel_CG4897	Rpl7	K02937
Dmel_CG3314	Rpl7a	K02936
Dmel_CG1263	Rpl8	K02938
Dmel_CG6141	Rpl9	K02940
Dmel_CG17521	Qm	K02866
Dmel_CG3843	Rpl10aa	K02865
Dmel_CG7283	Rpl10ab	K02865
Dmel_CG7726	Rpl11	K02868
Dmel_CG3195	Rpl12	K02870
Dmel_CG4651	Rpl13	K02873
Dmel_CG1475	Rpl13a	K02872
Dmel_CG6253	Rpl14	K02875
Dmel_CG17420	Rpl15	K02877
Dmel_CG3203	Rpl17	K02880
Dmel_CG8615	Rpl18	K02883
Dmel_CG6510	Rpl18a	K02882
Dmel_CG2746	Rpl19	K02885
Dmel_CG12775	Rpl21	K02889
Dmel_CG7434	Rpl22	K02891
Dmel_CG3661	Rpl23	K02894
Dmel_CG7977	Rpl23a	K02893
Dmel_CG9282	Rpl24	K02896
Dmel_CG6846	Rpl26	K02898
Dmel_CG4759	Rpl27	K02901
Dmel_CG15442	Rpl27a	K02900
Dmel_CG12740	Rpl28	K02903
Dmel_CG10071	Rpl29	K02905
Dmel_CG10652	Rpl30	K02908
Dmel_CG1821	Rpl31	K02910
Dmel_CG7939	Rpl32	K02912
Dmel_CG6090	Rpl34a	K02915
Dmel_CG9354	Rpl34b	K02915
Dmel_CG4111	Rpl35	K02918
Dmel_CG2099	Rpl35a	K02917
Dmel_CG7622	Rpl36	K02920
Dmel_CG9091	Rpl37a	K02922
Dmel_CG9873	Rpl37b	K02922
Dmel_CG5827	Rpl37a	K02921
Dmel_CG18001	Rpl38	K02923
Dmel_CG3997	Rpl39	K02924
Dmel_CG2960	Rpl40	K02927
Dmel_CG30425	Rpl41	K02928
Dmel_CG7424	Rpl36a	K02929
Dmel_CG7490	RplP0	K02941
Dmel_CG4087	RplP1	K02942
Dmel_CG4918	RplP2	K02943
Dmel_CG10079	EgfR	K04361
Dmel_CG18085	Sev	K05088
Dmel_CG32134	Btl	K05093
Dmel_CG7223	Htl	K05094
Dmel_CG8222	Pvr	K05096
Dmel_CG1511	Eph	K05110
Dmel_CG8250	Alk	K05119
Dmel_CG4926	Ror	K05122
Dmel_CG14396	Ret	K05126
Dmel_CG8967	Otk	K05127
Dmel_CG17348	Drl	K05128
Dmel_CG17559	Dnt	K05128
Dmel_CG4007	Nrk	K05129
Dmel_CG14026	Tkv	K13579
Dmel_CG1891	Sax	K13595
Dmel_CG8224	BabO	K13569
Dmel_CG7904	Put	K13597
Dmel_CG1303	Agt	K00567
Dmel_CG2488	Phr6-4	K02295
Dmel_CG3772	Cry	K02295
Dmel_CG11205	Phr	K01669
Dmel_CG1981	Thd1	K03649
Dmel_CG1795	Ogg1	K03660
Dmel_CG3178	Rrp1	K10771
Dmel_CG10489	PolE2	K02325
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG11301	Mes4	K03506
Dmel_CG9193	Mus209	K04802
Dmel_CG8648	Fen1	K04799
Dmel_CG4208	XrcC1	K10803
Dmel_CG17227	Lig3	K10776
Dmel_CG8825	Gkt	K10862
Dmel_CG12223	Dsp1	K10802
Dmel_CG40411	ParP	K10798
Dmel_CG8153	Mus210	K10838
Dmel_CG1836	Rad23	K10839
Dmel_CG16982	Roc1a	K03868
Dmel_CG16988	Roc1b	K03868
Dmel_CG8711	Cul-4	K10609
Dmel_CG7769	Pic	K10610
Dmel_CG1554	RpiI215	K03006
Dmel_CG3180	RpiI140	K03010
Dmel_CG7885	RpiI33	K03011
Dmel_CG33520	Rpb4	K03012
Dmel_CG11979	Rpb5	K03013
Dmel_CG1163	RpiI18	K03014
Dmel_CG31155	Rpb7	K03015
Dmel_CG11246	Rpb8	K03016
Dmel_CG3284	RpiI15	K03017
Dmel_CG13628	Rpb10	K03007
Dmel_CG6840	Rpb11	K03008
Dmel_CG16982	Roc1a	K03868
Dmel_CG16988	Roc1b	K03868
Dmel_CG8711	Cul-4	K10609
Dmel_CG7769	Pic	K10610
Dmel_CG8019	Hay	K10843
Dmel_CG9433	Xpd	K10844
Dmel_CG8151	Tfb1	K03141
Dmel_CG11115	Ssl1	K03142
Dmel_CG5041	Tfb4	K03143
Dmel_CG7764	Mrn	K03144
Dmel_CG42373	Tfb5	K10845
Dmel_CG3319	Cdk7	K02202
Dmel_CG7405	CycH	K06634
Dmel_CG7614	Mat1	K10842
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG6358	XpaC	K10847
Dmel_CG10215	ErcC1	K10849
Dmel_CG3697	Mei-9	K10848
Dmel_CG10890	Mus201	K10846
Dmel_CG4215	SpeL1	K08735
Dmel_CG7003	Msh6	K08737
Dmel_CG11482	Mlh1	K08734
Dmel_CG8169	Pms2	K10858
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG1119	Gnf1	K10754
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG9193	Mus209	K04802
Dmel_CG10387	Tos	K10746
Dmel_CG12223	Dsp1	K10802
Dmel_CG16928	Mre11	K10865
Dmel_CG6339	Rad50	K10866
Dmel_CG6754	Nbs	K10867
Dmel_CG7948	Spn-a	K04482
Dmel_CG31069	Spn-d	K10870
Dmel_CG3325	Spn-b	K10880
Dmel_CG3736	Okr	K10875
Dmel_CG6920	Mus309	K10901
Dmel_CG7487	RecQ4	K10730
Dmel_CG4879	RecQ5	K10902
Dmel_CG7753	Mei-w68	K10878
Dmel_CG3026	Mus81	K08991
Dmel_CG10123	Top3alpha	K03165
Dmel_CG3458	Top3beta	K03165
Dmel_CG5247	IrbP	K10884
Dmel_CG18801	Ku80	K10885
Dmel_CG16928	Mre11	K10865
Dmel_CG6339	Rad50	K10866
Dmel_CG12176	Lig4	K10777
Dmel_CG17269	FanCd2	K10891
Dmel_CG12812	FanCl	K10606
Dmel_CG1925	Mus205	K02350
Dmel_CG12189	Rev1	K03515
Dmel_CG2013	UbcD6	K10573
Dmel_CG10640	Uev1a	K10704
Dmel_CG10723	Kua	K10704
Dmel_CG18319	Ben	K10580
Dmel_CG2525	Hus1-like	K10903
Dmel_CG3240	Rad1	K02830
Dmel_CG7825	Rad17	K06662
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG3240	Rad1	K02830
Dmel_CG7855	TimEout	K03155
Dmel_CG4252	Mei-41	K06640
Dmel_CG6535	TefU	K04728
Dmel_CG17161	Grp	K02216
Dmel_CG10895	Lok	K06641
Dmel_CG2647	Per	K02633
Dmel_CG4584	DutPase	K01520
Dmel_CG5371	RnrL	K10807
Dmel_CG8975	RnrS	K10808
Dmel_CG6019	Mus308	K02349
Dmel_CG11265	Trf4-1	K03514
Dmel_CG17462	Trf4-2	K03514
Dmel_CG6189	L(1)1bi	K02331
Dmel_CG1303	Agt	K00567
Dmel_CG11205	Phr	K01669
Dmel_CG1981	Thd1	K03649
Dmel_CG4337	MtsSb	K03111
Dmel_CG4337	MtsSb	K03111
Dmel_CG4584	DutPase	K01520
Dmel_CG1548	CatHd	K01379
Dmel_CG18803	Psn	K04505
Dmel_CG11840	Spp	K09595
Dmel_CG6692	Cp1	K01365
Dmel_CG1391	Sol	K08582
Dmel_CG7563	CalPa	K08585
Dmel_CG8107	CalPb	K08585
Dmel_CG4265	Uch	K05609
Dmel_CG3431	Uch-l3	K05610
Dmel_CG5370	Dcp-1	K04489
Dmel_CG7788	Ice	K04489
Dmel_CG8091	Nc	K04489
Dmel_CG1490	Usp7	K11838
Dmel_CG1945	Faf	K11840
Dmel_CG4166	Not	K11366
Dmel_CG5505	Usp36	K11855
Dmel_CG5486	Ubp64e	K11857
Dmel_CG9242	Bur	K01951
Dmel_CG18572	R	K11540
Dmel_CG10078	PraT2	K00764
Dmel_CG2867	PraT	K00764
Dmel_CG12449	GfaT1	K00820
Dmel_CG1345	GfaT2	K00820
Dmel_CG4637	Hh	K06224
Dmel_CG8493	Den1	K08597
Dmel_CG10583	Sse	K02365
Dmel_CG4428	Atg4	K08342
Dmel_CG6646	Dj-1alpha	K05687
Dmel_CG9448	TrbD	K11862
Dmel_CG5603	CylD	K08601
Dmel_CG12743	Otu	K13718
Dmel_CG11956	Sp1029	K11140
Dmel_CG1009	Psa	K08776
Dmel_CG6711	Taf2	K03128
Dmel_CG10142	AncE-5	K01283
Dmel_CG10593	AceR	K01283
Dmel_CG16869	AncE-2	K01283
Dmel_CG17988	AncE-3	K01283
Dmel_CG8196	AncE-4	K01283
Dmel_CG8827	AncE	K01283
Dmel_CG6868	Tld	K13045
Dmel_CG6863	Tok	K13046
Dmel_CG1964	Kul	K06704
Dmel_CG7147	Kuz	K06704
Dmel_CG7908	TacE	K06059
Dmel_CG9565	Nep3	K01415
Dmel_CG5905	Nep1	K08635
Dmel_CG4122	Svr	K07752
Dmel_CG5517	Ide	K01408
Dmel_CG4750	LooPin-1	K01255
Dmel_CG9285	Dip-b	K01255
Dmel_CG4008	Und	K01265
Dmel_CG5663	Dip-c	K14213
Dmel_CG6291	ApePp	K01262
Dmel_CG18572	R	K11540
Dmel_CG9000	Ste24a	K06013
Dmel_CG7415	DppIii	K01277
Dmel_CG8988	S2p	K07765
Dmel_CG18174	Rpn11	K03030
Dmel_CG14884	Csn5	K09613
Dmel_CG31362	Jon99ciii	K01310
Dmel_CG6298	Jon74e	K01310
Dmel_CG2105	CorIn	K09614
Dmel_CG12350	LamBdatry	K01312
Dmel_CG12385	TheTatry	K01312
Dmel_CG12386	EtaTry	K01312
Dmel_CG12387	ZetAtry	K01312
Dmel_CG18211	BetAtry	K01312
Dmel_CG18444	AlpHatry	K01312
Dmel_CG7754	IotAtry	K01312
Dmel_CG9564	Try29f	K01312
Dmel_CG7169	S1p	K08653
Dmel_CG10772	Fur1	K01349
Dmel_CG18734	Fur2	K01349
Dmel_CG6438	AmoN	K01360
Dmel_CG3991	TppIi	K01280
Dmel_CG1004	Rho	K02857
Dmel_CG33166	SteT	K02857
Dmel_CG8972	Rho-7	K09650
Dmel_CG5266	ProS25	K02726
Dmel_CG9327	ProS29	K02728
Dmel_CG17268	ProS28.1a	K02731
Dmel_CG3422	ProS28.1	K02731
Dmel_CG4569	ProS28.1b	K02731
Dmel_CG4904	ProS35	K02725
Dmel_CG8392	ProSbeta1	K02738
Dmel_CG3329	ProSbeta2	K02739
Dmel_CG11981	ProSbeta3	K02735
Dmel_CG12323	ProSbeta5	K02737
Dmel_CG4097	ProS26	K02732
Dmel_CG12000	ProSbeta7	K02736
Dmel_CG5241	TasPase1	K08657
Dmel_CG4852	SraS	K08658
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG7438	Myo31df	K10356
Dmel_CG9155	Myo61f	K10356
Dmel_CG5125	NinAc	K08834
Dmel_CG2146	DidUm	K10357
Dmel_CG5695	Jar	K10358
Dmel_CG7595	Ck	K10359
Dmel_CG2174	Myo10a	K10361
Dmel_CG31045	MhcL	K10362
Dmel_CG15792	Zip	K10352
Dmel_CG17927	Mhc	K10352
Dmel_CG3201	Mlc-c	K12752
Dmel_CG3595	Sqh	K12759
Dmel_CG8978	Sop2	K05757
Dmel_CG10954	Arc-p34	K05758
Dmel_CG4560	ArpC3a	K05756
Dmel_CG8936	ArpC3b	K05756
Dmel_CG5972	Arc-p20	K05755
Dmel_CG9881	P16-arc	K05754
Dmel_CG4254	Tsr	K05765
Dmel_CG10540	Cpa	K10364
Dmel_CG17158	Cpb	K10365
Dmel_CG4376	ActN	K05699
Dmel_CG30092	JbuG	K04437
Dmel_CG3937	CheR	K04437
Dmel_CG12008	Kst	K06115
Dmel_CG5870	BetA-spec	K06115
Dmel_CG3399	CapU	K02184
Dmel_CG1106	Gel	K05768
Dmel_CG9553	ChiC	K05759
Dmel_CG1539	TmoD	K10370
Dmel_CG7107	Up	K12046
Dmel_CG4898	Tm1	K10373
Dmel_CG4843	Tm2	K10374
Dmel_CG1520	WasP	K05747
Dmel_CG10119	LamC	K07611
Dmel_CG6944	Lam	K07611
Dmel_CG1651	Ank	K10380
Dmel_CG30092	JbuG	K04437
Dmel_CG3937	CheR	K04437
Dmel_CG12008	Kst	K06115
Dmel_CG5870	BetA-spec	K06115
Dmel_CG8183	Khc-73	K10392
Dmel_CG8566	Unc-104	K10392
Dmel_CG12192	Klp59d	K10393
Dmel_CG1453	Klp10a	K10393
Dmel_CG3219	Klp59c	K10393
Dmel_CG10642	Klp64d	K10394
Dmel_CG17461	Kif3c	K10394
Dmel_CG7293	Klp68d	K10394
Dmel_CG5300	Klp31e	K10395
Dmel_CG8590	Klp3a	K10395
Dmel_CG7765	Khc	K10396
Dmel_CG9191	Klp61f	K10398
Dmel_CG10923	Klp67a	K10401
Dmel_CG9913	Kif19a	K10401
Dmel_CG7831	Ncd	K10405
Dmel_CG5433	Klc	K10407
Dmel_CG17866	Kl-2	K10408
Dmel_CG7507	Dhc64c	K10413
Dmel_CG15148	Btv	K10414
Dmel_CG18000	Sw	K10415
Dmel_CG32823	SdiC3	K10415
Dmel_CG33497	SdiC2	K10415
Dmel_CG33499	SdiC4	K10415
Dmel_CG9580	SdiC1	K10415
Dmel_CG1938	DliC	K10416
Dmel_CG5450	CdlC2	K10418
Dmel_CG6998	Ctp	K10418
Dmel_CG10751	RobL	K10419
Dmel_CG12363	Dlc90f	K10420
Dmel_CG1451	Apc	K02085
Dmel_CG6193	Apc2	K02085
Dmel_CG9206	Gl	K04648
Dmel_CG8269	Dmn	K10424
Dmel_CG9893	L(2)06496	K10425
Dmel_CG10846	Dyn-p25	K10427
Dmel_CG17347	L(2)37ce	K10428
Dmel_CG3265	Eb1	K10436
Dmel_CG31057	Tau	K04380
Dmel_CG31641	StaI	K04381
Dmel_CG10667	Orc1	K02603
Dmel_CG3041	Orc2	K02604
Dmel_CG4088	Lat	K02605
Dmel_CG2917	Orc4	K02606
Dmel_CG7833	Orc5	K02607
Dmel_CG1584	Orc6	K02608
Dmel_CG8171	Dup	K10727
Dmel_CG5971	Cdc6	K02213
Dmel_CG7538	Mcm2	K02540
Dmel_CG4206	Mcm3	K02541
Dmel_CG1616	Dpa	K02212
Dmel_CG4082	Mcm5	K02209
Dmel_CG4039	Mcm6	K02542
Dmel_CG4978	Mcm7	K02210
Dmel_CG5940	CycA	K06627
Dmel_CG3938	CycE	K06626
Dmel_CG32742	L(1)g0148	K02214
Dmel_CG9187	Psf1	K10732
Dmel_CG18013	Psf2	K10733
Dmel_CG2222	Psf3	K10734
Dmel_CG14549	Sld5	K10735
Dmel_CG11156	Mus101	K10728
Dmel_CG7487	RecQ4	K10730
Dmel_CG3658	Cdc45l	K06628
Dmel_CG9241	Mcm10	K10736
Dmel_CG10489	PolE2	K02325
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG11301	Mes4	K03506
Dmel_CG8987	Tam	K02332
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG1119	Gnf1	K10754
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG8729	Rnh1	K03469
Dmel_CG9193	Mus209	K04802
Dmel_CG8648	Fen1	K04799
Dmel_CG10387	Tos	K10746
Dmel_CG10692	Mt2	K00558
Dmel_CG3183	GemInin	K10749
Dmel_CG3510	CycB	K05868
Dmel_CG5814	CycB3	K05868
Dmel_CG5363	Cdc2	K02087
Dmel_CG6369	Smg6	K11124
Dmel_CG8954	Smg5	K11125
Dmel_CG5258	Nhp2	K11129
Dmel_CG3333	Nop60b	K11131
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
