Q09161	NcbP1	K12882
Q9BWD1	AcaT2	K00626
Q01581	HmgCs1	K01641
Q5XJ04	HmgCs1	K01641
P54868	HmgCs2	K01641
B7Z8R3	HmgCs2	K01641
F5H5E4	BcaT1	K00826
B7Z5L0	BcaT1	K00826
P54687	BcaT1	K00826
Q68DQ7	BcaT1	K00826
B3KY27	BcaT1	K00826
B7Z2M5	BcaT1	K00826
O15382	BcaT2	K00826
Q15031	LarS2	K01869
Q9P2J5	LarS	K01869
P41252	IarS	K01870
Q7Z3U5	IarS	K01870
Q9NSE4	IarS2	K01870
B4E3P5	VarS2	K01873
Q5ST30	VarS2	K01873
B4DET4	VarS2	K01873
B4E0K6	VarS2	K01873
F5GXJ0	VarS2	K01873
F5H323	VarS2	K01873
P26640	VarS	K01873
A5YVE9	PdhA1	K00161
B7Z3X5	PdhA1	K00161
P08559	PdhA1	K00161
B7Z3T7	PdhA1	K00161
P29803	PdhA2	K00161
P11177	PdhB	K00162
B4DDD7	PdhB	K00162
Q8N5Z0	AadAt	K00825
Q4W5N8	AadAt	K00825
E7EPT3	AldH7a1	K14085
P49419	AldH7a1	K14085
B4DMA0	AldH7a1	K14085
Q9UDR5	AasS	K14157
A4D0W4	AasS	K14157
Q9UDR5	AasS	K14157
A4D0W4	AasS	K14157
E7EPT3	AldH7a1	K14085
P49419	AldH7a1	K14085
B4DMA0	AldH7a1	K14085
Q8N5Z0	AadAt	K00825
Q4W5N8	AadAt	K00825
Q02218	OgdH	K00164
B4E3E9	OgdH	K00164
B4E2U9	OgdH	K00164
E9PBM1	OgdH	K00164
Q96DD3	OgdH	K00164
Q9ULD0	OgdHl	K00164
P36957	DlsT	K00658
Q92947	GcdH	K00252
P40939	HadHa	K07515
E9KL44	HadHa	K07515
Q08426	EhhAdh	K07514
B4DWG3	EhhAdh	K07514
P30084	EchS1	K07511
Q16836	HadH	K00022
P24752	AcaT1	K00626
Q9BWD1	AcaT2	K00626
Q9P0Z9	PipOx	K00306
Q9NR48	Ash1l	K06101
Q8TEK3	Dot1l	K11427
Q96KQ7	EhmT2	K11420
Q9H9B1	EhmT1	K11420
Q96L73	Nsd1	K11424
Q96MN8	Nsd1	K11424
O96028	WhsC1	K11424
Q9BZ95	WhsC1l1	K11425
Q9UPS6	SetD1b	K11422
O15047	SetD1a	K11422
Q9BYW2	SetD2	K11423
Q8WTS6	SetD7	K11431
Q9NQR1	SetD8	K11428
Q96T68	SetDb2	K11421
Q15047	SetDb1	K11421
B4DY74	SetMar	K11433
Q53H47	SetMar	K11433
E7EN68	SetMar	K11433
O43463	Suv39h1	K11419
Q9H5I1	Suv39h2	K11419
Q4FZB7	Suv420h1	K11429
Q86Y97	Suv420h2	K11429
Q9NVH6	TmlHe	K00474
P05091	AldH2	K00128
B4DW54	AldH2	K00128
E7EUE5	AldH2	K00128
P30837	AldH1b1	K00128
P51648	AldH3a2	K00128
Q6I9T3	AldH3a2	K00128
B9EKV4	AldH9a1	K00149
P49189	AldH9a1	K00149
O75936	BboX1	K00471
Q02809	PloD1	K00473
O00469	PloD2	K13645
O60568	PloD3	K13646
Q9UG85	PloD3	K13646
Q8IYK4	Glt25d2	K11703
Q8NBJ5	Glt25d1	K11703
P50440	GatM	K00613
Q14353	GamT	K00542
A8K0A0	GamT	K00542
P12277	Ckb	K00933
P06732	Ckm	K00933
B2R892	Ckm	K00933
P12532	CkmT1b	K00933
P17540	CkmT2	K00933
P12532	CkmT1a	K00933
Q96A70	Adc	K01583
Q9BSE5	AgmAt	K01480
Q53TU3	Odc1	K01581
P11926	Odc1	K01581
P19623	Srm	K00797
P52788	Sms	K00802
P17707	Amd1	K01611
Q5VXN4	Amd1	K01611
P19801	Abp1	K11182
P05091	AldH2	K00128
B4DW54	AldH2	K00128
E7EUE5	AldH2	K00128
P30837	AldH1b1	K00128
P51648	AldH3a2	K00128
Q6I9T3	AldH3a2	K00128
E7EPT3	AldH7a1	K14085
P49419	AldH7a1	K14085
B4DMA0	AldH7a1	K14085
B9EKV4	AldH9a1	K00149
P49189	AldH9a1	K00149
Q96F10	Sat2	K00657
P21673	Sat1	K00657
Q6ICU9	Sat1	K00657
P21397	MaoA	K00274
Q53YE7	MaoA	K00274
P27338	MaoB	K00274
P04181	Oat	K00819
Q68CS0	Oat	K00819
Q96C36	PycR2	K00286
P32322	PycR1	K00286
Q9HBQ4	PycR1	K00286
A6NFM2	PycR1	K00286
Q53H96	PycRl	K00286
O43272	ProDh	K00318
B4DGE4	AldH4a1	K00294
P30038	AldH4a1	K00294
P54886	AldH18a1	K12657
P28838	Lap3	K11142
Q7Z4N8	P4hA3	K00472
P13674	P4hA1	K00472
C9JL12	P4hA1	K00472
Q5VSQ6	P4hA1	K00472
O15460	P4hA2	K00472
Q05DA4	P4hA2	K00472
Q9UF12	ProDh2	K11394
P17174	Got1	K00813
P00505	Got2	K00813
P14920	Dao	K00273
P00480	Otc	K00611
Q5T6L4	Ass1	K01940
P00966	Ass1	K01940
P04424	Asl	K01755
E7EMI0	Asl	K01755
E9PE48	Asl	K01755
P05089	Arg1	K01476
P78540	Arg2	K01476
B4DG68	Nos1	K13240
P29475	Nos1	K13240
E9PH30	Nos1	K13240
A0PJJ7	Nos1	K13240
B3VK56	Nos1	K13240
O75713	Nos1	K13240
P35228	Nos2	K13241
E9PFR2	Nos3	K13242
A0S0A7	Nos3	K13242
P29474	Nos3	K13242
A0S0A6	Nos3	K13242
A0S0A8	Nos3	K13242
Q9UI32	Gls2	K01425
O94925	Gls	K01425
P15104	GluL	K01915
A8YXX4	GluL	K01915
P00367	GluD1	K00261
E9KL48	GluD1	K00261
P49448	GluD2	K00261
B7ZAW0	Cps1	K01948
P31327	Cps1	K01948
Q53TL5	Cps1	K01948
Q59HF8	Cps1	K01948
Q6PEK7	Cps1	K01948
Q8N159	NagS	K11067
Q03154	Acy1	K01436
C9J6I6	Acy1	K01436
C9JWD4	Acy1	K01436
C9J9D8	Acy1	K01436
P42357	Hal	K01745
E9PE13	UroC1	K01712
Q96N76	UroC1	K01712
Q68CJ7	UroC1	K01712
Q96NU7	AmdHd1	K01468
B3KVC5	AmdHd1	K01468
O95954	FtcD	K13990
P19113	Hdc	K01590
P20711	Ddc	K01593
Q5W5T9	Ddc	K01593
Q53Y41	Ddc	K01593
P19801	Abp1	K11182
P05091	AldH2	K00128
B4DW54	AldH2	K00128
E7EUE5	AldH2	K00128
P30837	AldH1b1	K00128
P51648	AldH3a2	K00128
Q6I9T3	AldH3a2	K00128
E7EPT3	AldH7a1	K14085
P49419	AldH7a1	K14085
B4DMA0	AldH7a1	K14085
B9EKV4	AldH9a1	K00149
P49189	AldH9a1	K00149
P45381	AspA	K01437
Q6FH48	AspA	K01437
Q96HD9	Acy3	K01437
P50135	HnmT	K00546
Q9BRW6	HnmT	K00546
P21397	MaoA	K00274
Q53YE7	MaoA	K00274
P27338	MaoB	K00274
P30838	AldH3a1	K00129
A8K828	AldH3a1	K00129
Q6PKA6	AldH3a1	K00129
P47895	AldH1a3	K00129
P43353	AldH3b1	K00129
A3FMP9	AldH3b1	K00129
P48448	AldH3b2	K00129
Q96KN2	CndP1	K05604
C9K060	WbsCr22	K00599
O43709	WbsCr22	K00599
A8K501	WbsCr22	K00599
Q8TCB7	MetTl6	K00599
Q9Y5R4	HemK1	K00599
Q9UIC8	LcmT1	K00599
Q6P1Q9	MetTl2b	K00599
Q7Z4G4	TrmT11	K00599
O60294	LcmT2	K00599
P17174	Got1	K00813
P00505	Got2	K00813
P17735	Tat	K00815
Q96RQ9	Il4I1	K03334
Q1WMJ3	Il4I1	K03334
P32754	Hpd	K00457
B3KQ63	Hpd	K00457
Q93099	Hgd	K00451
A6NED0	GstZ1	K00799
O43708	GstZ1	K00799
P16930	Fah	K01555
P14679	Tyr	K00505
P07101	Th	K00501
P78428	Th	K00501
P40126	Dct	K01827
Q09GT4	Dct	K01827
P17643	TyrP1	K00506
P20711	Ddc	K01593
Q5W5T9	Ddc	K01593
Q53Y41	Ddc	K01593
P09172	Dbh	K00503
P11086	PnmT	K00553
P21964	ComT	K00545
P21397	MaoA	K00274
Q53YE7	MaoA	K00274
P27338	MaoB	K00274
O75106	Aoc2	K00276
Q16853	Aoc3	K00276
P30838	AldH3a1	K00129
A8K828	AldH3a1	K00129
Q6PKA6	AldH3a1	K00129
P47895	AldH1a3	K00129
P43353	AldH3b1	K00129
A3FMP9	AldH3b1	K00129
P48448	AldH3b2	K00129
P07327	Adh1a	K13951
P00325	Adh1b	K13951
P00326	Adh1c	K13951
P40394	Adh7	K13951
A8MVN9	Adh7	K13951
P08319	Adh4	K13980
P11766	Adh5	K00121
Q6IRT1	Adh5	K00121
Q8IUN7	Adh6	K13952
P28332	Adh6	K13952
Q502Y3	Tpo	K00431
P07202	Tpo	K00431
Q6P534	Tpo	K00431
C9K060	WbsCr22	K00599
O43709	WbsCr22	K00599
A8K501	WbsCr22	K00599
Q8TCB7	MetTl6	K00599
Q9Y5R4	HemK1	K00599
Q9UIC8	LcmT1	K00599
Q6P1Q9	MetTl2b	K00599
Q7Z4G4	TrmT11	K00599
O60294	LcmT2	K00599
Q06278	Aox1	K00157
P14174	Mif	K07253
P00439	Pah	K00500
P20711	Ddc	K01593
Q5W5T9	Ddc	K01593
Q53Y41	Ddc	K01593
O75106	Aoc2	K00276
Q16853	Aoc3	K00276
P21397	MaoA	K00274
Q53YE7	MaoA	K00274
P27338	MaoB	K00274
P30838	AldH3a1	K00129
A8K828	AldH3a1	K00129
Q6PKA6	AldH3a1	K00129
P47895	AldH1a3	K00129
P43353	AldH3b1	K00129
A3FMP9	AldH3b1	K00129
P48448	AldH3b2	K00129
P17174	Got1	K00813
P00505	Got2	K00813
P17735	Tat	K00815
Q96RQ9	Il4I1	K03334
Q1WMJ3	Il4I1	K03334
P32754	Hpd	K00457
B3KQ63	Hpd	K00457
P14174	Mif	K07253
P30041	PrdX6	K11188
P48775	Tdo2	K00453
Q6ZQW0	Ido2	K00463
F5H5G0	Ido2	K00463
P14902	Ido1	K00463
Q63HM1	AfmId	K01432
O15229	Kmo	K00486
Q16719	KynU	K01556
Q9BVW3	KynU	K01556
P46952	HaaO	K00452
Q8TDX5	AcmSd	K03392
Q02218	OgdH	K00164
B4E3E9	OgdH	K00164
B4E2U9	OgdH	K00164
E9PBM1	OgdH	K00164
Q96DD3	OgdH	K00164
Q9ULD0	OgdHl	K00164
Q92947	GcdH	K00252
P40939	HadHa	K07515
E9KL44	HadHa	K07515
Q08426	EhhAdh	K07514
B4DWG3	EhhAdh	K07514
P30084	EchS1	K07511
Q16836	HadH	K00022
P24752	AcaT1	K00626
Q9BWD1	AcaT2	K00626
Q6YP21	CcbL2	K00816
B4DW13	CcbL2	K00816
B3KQ13	CcbL2	K00816
Q16773	CcbL1	K00816
A8K563	CcbL1	K00816
Q8N5Z0	AadAt	K00825
Q4W5N8	AadAt	K00825
Q8IWU9	Tph2	K00502
P17752	Tph1	K00502
P20711	Ddc	K01593
Q5W5T9	Ddc	K01593
Q53Y41	Ddc	K01593
P21397	MaoA	K00274
Q53YE7	MaoA	K00274
P27338	MaoB	K00274
P05091	AldH2	K00128
B4DW54	AldH2	K00128
E7EUE5	AldH2	K00128
P30837	AldH1b1	K00128
P51648	AldH3a2	K00128
Q6I9T3	AldH3a2	K00128
E7EPT3	AldH7a1	K14085
P49419	AldH7a1	K14085
B4DMA0	AldH7a1	K14085
B9EKV4	AldH9a1	K00149
P49189	AldH9a1	K00149
Q06278	Aox1	K00157
P46597	AsmT	K00543
Q16613	AanAt	K00669
F1T0I5	AanAt	K00669
P04798	Cyp1a1	K07408
A0N0X8	Cyp1a1	K07408
P05177	Cyp1a2	K07409
Q16678	Cyp1b1	K07410
Q53TK1	Cyp1b1	K07410
Q3MIB5	InmT	K00562
O95050	InmT	K00562
B8ZZ69	InmT	K00562
B1ALR1	WarS2	K01867
Q9UGM6	WarS2	K01867
P23381	WarS	K01867
Q96RQ9	Il4I1	K03334
Q1WMJ3	Il4I1	K03334
P19801	Abp1	K11182
P04040	Cat	K03781
P17174	Got1	K00813
P00505	Got2	K00813
P17735	Tat	K00815
Q96RQ9	Il4I1	K03334
Q1WMJ3	Il4I1	K03334
P00439	Pah	K00500
Q99259	Gad1	K01580
Q8IVA8	Gad1	K01580
Q5VZ30	Gad2	K01580
Q05329	Gad2	K01580
Q96KN2	CndP1	K05604
P05091	AldH2	K00128
B4DW54	AldH2	K00128
E7EUE5	AldH2	K00128
P30837	AldH1b1	K00128
P51648	AldH3a2	K00128
Q6I9T3	AldH3a2	K00128
E7EPT3	AldH7a1	K14085
P49419	AldH7a1	K14085
B4DMA0	AldH7a1	K14085
B9EKV4	AldH9a1	K00149
P49189	AldH9a1	K00149
P80404	AbaT	K13524
O75106	Aoc2	K00276
Q16853	Aoc3	K00276
P19623	Srm	K00797
P52788	Sms	K00802
Q96HL6	DpyD	K00207
Q12882	DpyD	K00207
Q14117	DpyS	K01464
Q9UBR1	Upb1	K01431
B3KNC1	Upb1	K01431
Q6NVY1	HibCh	K05605
P40939	HadHa	K07515
E9KL44	HadHa	K07515
Q08426	EhhAdh	K07514
B4DWG3	EhhAdh	K07514
P30084	EchS1	K07511
P11310	AcaDm	K00249
O95822	MlyCd	K01578
Q16878	Cdo1	K00456
Q99259	Gad1	K01580
Q8IVA8	Gad1	K01580
Q5VZ30	Gad2	K01580
Q05329	Gad2	K01580
Q96JQ3	CsaD	K01594
Q9Y600	CsaD	K01594
Q96SZ5	Ado	K10712
B3KXN9	Ado	K10712
Q6P531	Ggt6	K00681
Q6ZPD7	Ggt6	K00681
P19440	Ggt1	K00681
A0PJJ9	Ggt7	K00681
Q9UJ14	Ggt7	K00681
Q6GMP0	Ggt5	K00681
P36269	Ggt5	K00681
Q53XM9	Ggt5	K00681
Q14032	BaaT	K00659
Q6P531	Ggt6	K00681
Q6ZPD7	Ggt6	K00681
P19440	Ggt1	K00681
A0PJJ9	Ggt7	K00681
Q9UJ14	Ggt7	K00681
Q6GMP0	Ggt5	K00681
P36269	Ggt5	K00681
Q53XM9	Ggt5	K00681
B4E1R2	Cth	K01758
P32929	Cth	K01758
E9PDV0	Cth	K01758
P35520	Cbs	K01697
Q9NTF0	Cbs	K01697
O43865	AhcYl1	K01251
B4E168	AhcYl1	K01251
B3KUN3	AhcY	K01251
P23526	AhcY	K01251
F5H737	AhcY	K01251
Q96HN2	AhcYl2	K01251
D9N155	AhcYl2	K01251
B4DIZ5	AhcYl2	K01251
C9K060	WbsCr22	K00599
O43709	WbsCr22	K00599
A8K501	WbsCr22	K00599
Q8TCB7	MetTl6	K00599
Q9Y5R4	HemK1	K00599
Q9UIC8	LcmT1	K00599
Q6P1Q9	MetTl2b	K00599
Q7Z4G4	TrmT11	K00599
O60294	LcmT2	K00599
Q9NZL9	Mat2b	K00789
Q00266	Mat1a	K00789
P31153	Mat2a	K00789
P56192	MarS	K01874
Q96GW9	MarS2	K01874
O95340	PapSs2	K13811
Q5TB52	PapSs2	K13811
O43252	PapSs1	K13811
Q6IAX6	PapSs1	K13811
Q96I15	SclY	K01763
Q59FK2	SclY	K01763
B4DDP9	SclY	K01763
Q99611	SepHs2	K01008
Q8N9T3	SepHs2	K01008
P49903	SepHs1	K01008
D3DRS9	SepHs1	K01008
Q5T5U9	SepHs1	K01008
B4DWK0	SepHs1	K01008
A8K9N1	Gba3	K05350
Q9H227	Gba3	K05350
Q6P531	Ggt6	K00681
Q6ZPD7	Ggt6	K00681
P19440	Ggt1	K00681
A0PJJ9	Ggt7	K00681
Q9UJ14	Ggt7	K00681
Q6GMP0	Ggt5	K00681
P36269	Ggt5	K00681
Q53XM9	Ggt5	K00681
P34896	ShmT1	K00600
B4DJQ3	ShmT2	K00600
Q5BJF5	ShmT2	K00600
P34897	ShmT2	K00600
B7Z9F1	ShmT2	K00600
Q8N1A5	ShmT2	K00600
Q5HYG8	ShmT2	K00600
Q9UI32	Gls2	K01425
O94925	Gls	K01425
P00367	GluD1	K00261
E9KL48	GluD1	K00261
P49448	GluD2	K00261
P14920	Dao	K00273
Q6P531	Ggt6	K00681
Q6ZPD7	Ggt6	K00681
P19440	Ggt1	K00681
A0PJJ9	Ggt7	K00681
Q9UJ14	Ggt7	K00681
Q6GMP0	Ggt5	K00681
P36269	Ggt5	K00681
Q53XM9	Ggt5	K00681
O75223	GgcT	K00682
B8ZZR8	GgcT	K00682
B8ZZN4	GgcT	K00682
O14841	OplAh	K01469
Q14TF0	GclC	K11204
P48506	GclC	K11204
E1CEI4	GclC	K11204
P48507	GclM	K11205
P48637	Gss	K01920
P28838	Lap3	K11142
P15144	AnpEp	K11140
Q59E93	AnpEp	K11140
Q9H4Y5	GstO2	K00799
Q5JU15	GstO2	K00799
B4DJW6	GstO2	K00799
Q7RTV2	GstA5	K00799
P08263	GstA1	K00799
P09210	GstA2	K00799
A8K987	GstA2	K00799
Q16772	GstA3	K00799
O15217	GstA4	K00799
Q6P4G1	GstA4	K00799
P09488	GstM1	K00799
P28161	GstM2	K00799
E9PEM9	GstM2	K00799
Q0D2I8	GstM2	K00799
B4DRY4	GstM2	K00799
P21266	GstM3	K00799
Q6FGJ9	GstM3	K00799
Q03013	GstM4	K00799
Q5T8R2	GstM5	K00799
P46439	GstM5	K00799
P09211	GstP1	K00799
P30711	GstT1	K00799
P0CG30	GstT2	K00799
A6NED0	GstZ1	K00799
O43708	GstZ1	K00799
P10620	MgsT1	K00799
Q99735	MgsT2	K00799
D6RBB5	MgsT2	K00799
O14880	MgsT3	K00799
D3DRA3	GstO1	K00799
F5H7H0	GstO1	K00799
P78417	GstO1	K00799
Q6FII1	GstK1	K13299
Q9Y2Q3	GstK1	K13299
C8KIM0	Gsr	K00383
P00390	Gsr	K00383
C8KIL9	Gsr	K00383
C8KIL8	Gsr	K00383
O75874	Idh1	K00031
Q6FHQ6	Idh1	K00031
P48735	Idh2	K00031
P52209	Pgd	K00033
A8K2Y9	Pgd	K00033
P11413	G6pD	K00036
O95881	TxnDc12	K05360
O95831	TxnDc12	K05360
P59796	Gpx6	K00432
P07203	Gpx1	K00432
P18283	Gpx2	K00432
P22352	Gpx3	K00432
A1A4Y0	Gpx5	K00432
O75715	Gpx5	K00432
Q96SL4	Gpx7	K00432
P36969	Gpx4	K05361
Q53TU3	Odc1	K01581
P11926	Odc1	K01581
P19623	Srm	K00797
P52788	Sms	K00802
P23921	Rrm1	K10807
B4E2N4	Rrm2b	K10808
Q7LG56	Rrm2b	K10808
P31350	Rrm2	K10808
Q9UPQ8	DolK	K00902
Q9H3H5	DpaGt1	K01001
Q9Y673	Alg5	K00729
Q9NP73	Alg13	K07432
Q96F25	Alg14	K07441
O60762	Dpm1	K00721
O94777	Dpm2	K09658
Q5XKK9	Dpm2	K09658
Q86TM7	Dpm3	K09659
Q5SR62	Dpm3	K09659
Q9P2X0	Dpm3	K09659
Q9BT22	Alg1	K03842
Q9H553	Alg2	K03843
Q2TAA5	Alg11	K03844
Q96AA3	Rft1	K06316
Q92685	Alg3	K03845
A8JZZ6	Alg3	K03845
Q9H6U8	Alg9	K03846
Q9BV10	Alg12	K03847
Q9Y672	Alg6	K03848
A6NDW6	Alg8	K03849
Q9BVK2	Alg8	K03849
Q5I7T1	Alg10b	K03850
Q5BKT4	Alg10	K03850
Q8TCJ2	Stt3b	K07151
P46977	Stt3a	K07151
P04843	Rpn1	K12666
Q5JYR6	Rpn2	K12667
P04844	Rpn2	K12667
Q53G02	Dad1	K12668
P61803	Dad1	K12668
Q13454	TusC3	K12669
P39656	DdoSt	K12670
Q86YN1	DolPp1	K07252
B0QZG4	DolPp1	K07252
F5H6D0	MogS	K01228
Q13724	MogS	K01228
Q58F09	MogS	K01228
Q14697	GanAb	K05546
Q9BS14	GanAb	K05546
O60476	Man1a2	K01230
Q9UKM7	Man1b1	K01230
P33908	Man1a1	K01230
Q9NR34	Man1c1	K01230
P26572	MgaT1	K00726
P49641	Man2a2	K01231
Q9P1E4	Man2a2	K01231
Q16706	Man2a1	K01231
Q49A69	Man2a1	K01231
Q10469	MgaT2	K00736
B4DFS7	Fut8	K00717
Q9BYC5	Fut8	K00717
A8K8P8	Fut8	K00717
Q546E0	Fut8	K00717
P15291	B4gAlt1	K07966
O60909	B4gAlt2	K07967
B4DE14	B4gAlt2	K07967
O60512	B4gAlt3	K07968
A8K5Z0	B4gAlt3	K07968
P15907	St6Gal1	K00778
B2R513	St6Gal1	K00778
Q96JF0	St6Gal2	K00779
Q09327	MgaT3	K00737
Q9UQ53	MgaT4b	K00738
A8MPR0	MgaT4b	K00738
Q9UM21	MgaT4a	K00738
E9PEN2	MgaT4a	K00738
B4E2R6	MgaT4a	K00738
Q09328	MgaT5	K00744
Q3V5L5	MgaT5b	K09661
Q9UBM8	MgaT4c	K13748
Q8NCL4	GalNt6	K00710
Q7Z7M9	GalNt5	K00710
A5PKZ1	GalNt5	K00710
Q8IUC8	GalNt13	K00710
Q68VI8	GalNt13	K00710
Q8N3T1	GalNtl2	K00710
F1LIP6	GalNtl2	K00710
Q7Z4T8	GalNtl5	K00710
Q10472	GalNt1	K00710
Q05BM8	GalNt1	K00710
Q10471	GalNt2	K00710
Q14435	GalNt3	K00710
Q9NY28	GalNt8	K00710
Q6P9A2	GalNtl4	K00710
Q58A54	GalNtl4	K00710
Q49A17	GalNtl6	K00710
E5D8G0	GalNtl6	K00710
Q9HCQ5	GalNt9	K00710
Q86SF2	GalNt7	K00710
Q86SR1	GalNt10	K00710
Q68VJ8	GalNtl1	K00710
Q8N428	GalNtl1	K00710
Q8NCW6	GalNt11	K00710
B3KWF4	GalNt11	K00710
Q6IS24	WbsCr17	K00710
Q2L4S5	WbsCr17	K00710
Q96FL9	GalNt14	K00710
Q8IXK2	GalNt12	K00710
Q8N4A0	GalNt4	K00710
Q9NS00	C1gAlt1	K00731
Q96EU7	C1gAlt1c1	K09653
Q02742	GcnT1	K00727
Q86T81	GcnT1	K00727
O95395	GcnT3	K09662
Q9P109	GcnT4	K09663
Q11201	St3Gal1	K00780
Q16842	St3Gal2	K03368
B3KXG9	St3Gal2	K03368
A8K9Q8	B3gNt6	K00739
Q6ZMB0	B3gNt6	K00739
O43286	B4gAlt5	K09905
Q9Y6A1	PomT1	K00728
Q9UKY4	PomT2	K00728
Q8WZA1	PomGnt1	K09666
Q86Y38	XylT1	K00771
Q9H1B5	XylT2	K00771
Q9UBV7	B4gAlt7	K00733
Q96L58	B3gAlt6	K00734
Q9P2W7	B3gAt1	K00735
Q9NPZ5	B3gAt2	K10157
O94766	B3gAt3	K10158
Q86X52	ChsY1	K13499
Q70JA7	ChsY3	K13499
Q8IZ52	ChpF	K00747
B4DXU0	ChpF	K00747
Q9P2E5	ChpF2	K03419
Q9NPF2	ChsT11	K01017
Q9NRB3	ChsT12	K04742
Q8NET6	ChsT13	K07779
Q7LGC8	ChsT3	K01020
Q9NS84	ChsT7	K04743
Q9UL01	Dse	K01794
Q8NCH0	ChsT14	K08105
Q9Y2C2	Ust	K03193
B4DH74	ChsT15	K08106
Q7LFX5	ChsT15	K08106
Q86Y38	XylT1	K00771
Q9H1B5	XylT2	K00771
Q9UBV7	B4gAlt7	K00733
Q96L58	B3gAlt6	K00734
Q9P2W7	B3gAt1	K00735
Q9NPZ5	B3gAt2	K10157
O94766	B3gAt3	K10158
Q8N8F1	ExtL2	K02369
Q05DH5	ExtL2	K02369
Q9UBQ6	ExtL2	K02369
Q49A43	ExtL2	K02369
O43909	ExtL3	K02370
Q92935	ExtL1	K02368
Q16394	Ext1	K02366
Q93063	Ext2	K02367
C9JU51	Ext2	K02367
P52848	NdsT1	K02576
A8K8T3	NdsT1	K02576
B4E139	NdsT2	K02577
P52849	NdsT2	K02577
O95803	NdsT3	K02578
Q9H3R1	NdsT4	K02579
O94923	GlcE	K01793
B3KML4	GlcE	K01793
Q7LGA3	Hs2St1	K02513
O60243	Hs6St1	K02514
Q96MM7	Hs6St2	K08102
E9PDY5	Hs6St2	K08102
Q8IZP7	Hs6St3	K08103
B3KX95	Hs6St3	K08103
O14792	Hs3St1	K01024
Q9Y278	Hs3St2	K07808
Q9Y662	Hs3St3b1	K07809
Q9Y663	Hs3St3a1	K07809
Q8IZT8	Hs3St5	K08104
B4DFS7	Fut8	K00717
Q9BYC5	Fut8	K00717
A8K8P8	Fut8	K00717
Q546E0	Fut8	K00717
P15291	B4gAlt1	K07966
O60909	B4gAlt2	K07967
B4DE14	B4gAlt2	K07967
O60512	B4gAlt3	K07968
A8K5Z0	B4gAlt3	K07968
Q54AC1	B3gNt2	K00741
Q9NY97	B3gNt2	K00741
O43505	B3gNt1	K00741
Q9GZX3	ChsT6	K09671
B3KM35	B4gAlt4	K07969
O60513	B4gAlt4	K07969
B2RAZ5	B4gAlt4	K07969
Q8NFL0	B3gNt7	K09664
O43916	ChsT1	K01022
Q5T4Y1	St3Gal3	K00781
Q11203	St3Gal3	K00781
Q5T4W8	St3Gal3	K00781
Q96L53	St3Gal3	K00781
B4DX62	St3Gal3	K00781
Q9Y4C5	ChsT2	K04745
Q8NCG5	ChsT4	K04746
Q11201	St3Gal1	K00780
Q16842	St3Gal2	K03368
B3KXG9	St3Gal2	K03368
B4DGD7	Ids	K01136
P22304	Ids	K01136
P35475	IduA	K01217
P15848	ArsB	K01135
A8K4A0	ArsB	K01135
Q8N322	ArsB	K01135
Q2M3T9	HyaL4	K01197
D0VXG1	HyaL4	K01197
Q12794	HyaL1	K01197
B3KUI5	HyaL1	K01197
P38567	SpaM1	K01197
Q8TC30	SpaM1	K01197
Q5D1J4	SpaM1	K01197
O43820	HyaL3	K01197
Q12891	HyaL2	K01197
B3KRZ2	HyaL2	K01197
P08236	GusB	K01195
Q9Y251	HpsE	K07964
E9PGR1	HpsE	K07964
C7F7I3	HpsE	K07964
E9PCA9	HpsE	K07964
A9JIG7	HpsE	K07964
Q2M1H9	HpsE2	K07965
Q8WWQ2	HpsE2	K07965
P51688	SgsH	K01565
Q68CP4	HgsNat	K10532
Q8IVU6	HgsNat	K10532
P54802	NagLu	K01205
P34059	GalNs	K01132
Q96I49	GalNs	K01132
P16278	Glb1	K12309
P15586	Gns	K01137
Q7Z3X3	Gns	K01137
P06865	HexA	K12373
P07686	HexB	K12373
P37287	PigA	K03857
B4E0V2	PigA	K03857
Q14442	PigH	K03858
Q92535	PigC	K03859
B2RAU6	PigQ	K03860
Q9BRB3	PigQ	K03860
P57054	PigP	K03861
Q96I23	PigY	K11001
Q3MUY2	PigY	K11001
O94777	Dpm2	K09658
Q5XKK9	Dpm2	K09658
Q9Y2B2	PigL	K03434
Q7Z7B1	PigW	K05283
P80108	GplD1	K01127
Q9H3S5	PigM	K05284
Q8TBF5	PigX	K07541
Q9NUD9	PigV	K07542
O95427	PigN	K05285
Q92521	PigB	K05286
Q07326	PigF	K05287
Q6IB04	PigF	K05287
Q8TEQ8	PigO	K05288
O43292	GpaA1	K05289
Q92643	PigK	K05290
Q96S52	PigS	K05291
Q8NBL9	PigS	K05291
Q96IR5	PigS	K05291
Q969N2	PigT	K05292
B7Z3N1	PigT	K05292
Q9H490	PigU	K05293
Q75T13	PgaP1	K05294
Q86VD9	PigZ	K08098
Q5H8A4	PigG	K05310
Q8NCI4	PigG	K05310
Q9BYG0	B3gNt5	K03766
Q9Y5Z6	B3gAlt1	K07819
O43825	B3gAlt2	K07820
Q9Y2C3	B3gAlt5	K03877
P19526	Fut1	K00718
Q6IZA2	Fut1	K00718
A8K2L2	Fut2	K00718
Q10981	Fut2	K00718
P21217	Fut3	K00716
A8K737	Fut3	K00716
Q5T4Y1	St3Gal3	K00781
Q11203	St3Gal3	K00781
Q5T4W8	St3Gal3	K00781
Q96L53	St3Gal3	K00781
B4DX62	St3Gal3	K00781
